wkt_geom,easting,northing,vs30,uncertainty,station,q,geology_vs30,geology_stdv,tid,terrain_vs30,terrain_stdv,gid
Point (1573134.67501027998514473 5197781.49868572968989611),1573134.675,5197781.499,257.55875,0.200000003,NA,NA,210.48042,0.39401674,16,218.11823,0.39540365,6
Point (1575941.35304666007868946 5197323.64861003030091524),1575941.353,5197323.649,171.97668,0.200000003,NA,NA,218.65604,0.39401674,15,220.0589,0.4556925,6
Point (1572222.75878041004762053 5196403.0192254101857543),1572222.759,5196403.019,198.33429,0.200000003,NA,NA,199.03853,0.39401674,16,218.11823,0.39540365,6
Point (1575952.33837684011086822 5196255.05454664025455713),1575952.338,5196255.055,190.76573,0.200000003,NA,NA,222.3834,0.39401674,15,220.0589,0.4556925,6
Point (1572382.19356441008858383 5195365.90680024959146976),1572382.194,5195365.907,203.12097,0.200000003,NA,NA,205.87247,0.39401674,15,220.0589,0.4556925,6
Point (1575799.88768546003848314 5195019.02579739037901163),1575799.888,5195019.026,191.10437,0.200000003,NA,NA,239,0.39401674,16,218.11823,0.39540365,6
Point (1571678.95922466996125877 5194348.78893774002790451),1571678.959,5194348.789,208.12808,0.200000003,NA,NA,193.04825,0.39401674,15,220.0589,0.4556925,6
Point (1573109.91697211004793644 5194207.84167676977813244),1573109.917,5194207.842,202.41681,0.200000003,NA,NA,239,0.39401674,255,NA,NA,6
Point (1575213.11229906999506056 5193959.43309792969375849),1575213.112,5193959.433,202.04822,0.200000003,NA,NA,196.98706,0.39401674,16,218.11823,0.39540365,6
Point (1575798.88669960992410779 5194407.7598606301471591),1575798.887,5194407.76,191.348,0.200000003,NA,NA,205.21468,0.39401674,255,NA,NA,6
Point (1575125.89674474997445941 5193273.69584299996495247),1575125.897,5193273.696,206.28706,0.200000003,NA,NA,200.01996,0.39401674,15,220.0589,0.4556925,6
Point (1571999.59983427007682621 5192071.64682061970233917),1571999.6,5192071.647,201.30276,0.200000003,NA,NA,209.9461,0.39401674,16,218.11823,0.39540365,6
Point (1574928.97750799008645117 5191863.23685136996209621),1574928.978,5191863.237,202.56708,0.200000003,NA,NA,204.10103,0.39401674,16,218.11823,0.39540365,6
Point (1571699.47066477010957897 5191281.9434632696211338),1571699.471,5191281.943,202.18306,0.200000003,NA,NA,208.44548,0.39401674,15,220.0589,0.4556925,6
Point (1573928.87075173994526267 5190752.65882922988384962),1573928.871,5190752.659,196.89986,0.200000003,NA,NA,212.26068,0.39401674,16,218.11823,0.39540365,6
Point (1575838.3776083099655807 5191316.95003181044012308),1575838.378,5191316.95,194.12605,0.200000003,NA,NA,215.16214,0.39401674,16,218.11823,0.39540365,6
Point (1573939.86668230989016593 5190731.16712765023112297),1573939.867,5190731.167,196.2542,0.200000003,NA,NA,212.26068,0.39401674,16,218.11823,0.39540365,6
Point (1575340.8235646600369364 5190857.12566627003252506),1575340.824,5190857.126,185.89134,0.200000003,NA,NA,222.65976,0.39401674,15,220.0589,0.4556925,6
Point (1572996.01049088011495769 5188087.17245110962539911),1572996.01,5188087.172,208.86227,0.200000003,NA,NA,208.91597,0.39401674,15,220.0589,0.4556925,6
Point (1576067.32953333994373679 5186775.21955448016524315),1576067.33,5186775.22,197.7501,0.200000003,NA,NA,211.1638,0.39401674,15,220.0589,0.4556925,6
Point (1572998.03994184988550842 5186200.89812451973557472),1572998.04,5186200.898,206.71942,0.200000003,NA,NA,196.98706,0.39401674,16,218.11823,0.39540365,6
Point (1575071.97910336009226739 5186235.4167108703404665),1575071.979,5186235.417,182.8317,0.200000003,NA,NA,208.65291,0.39401674,16,218.11823,0.39540365,6
Point (1576021.8547530600335449 5186255.9223911901935935),1576021.855,5186255.922,180.39212,0.200000003,NA,NA,193.04825,0.39401674,15,220.0589,0.4556925,6
Point (1576885.51260804990306497 5186274.42802012991160154),1576885.513,5186274.428,210.05858,0.200000003,NA,NA,211.6548,0.39401674,15,220.0589,0.4556925,6
Point (1573159.9916216901037842 5185410.20630440022796392),1573159.992,5185410.206,203.47551,0.200000003,NA,NA,208.97949,0.39401674,16,218.11823,0.39540365,6
Point (1576013.12455676007084548 5185205.83458003960549831),1576013.125,5185205.835,192.99062,0.200000003,NA,NA,210.43427,0.39401674,16,218.11823,0.39540365,6
Point (1577006.98226564005017281 5185051.91236312035471201),1577006.982,5185051.912,207.14272,0.200000003,NA,NA,211.1638,0.39401674,15,220.0589,0.4556925,6
Point (1577619.73293731990270317 5185383.29109250009059906),1577619.733,5185383.291,196.05266,0.200000003,NA,NA,239,0.39401674,255,NA,NA,6
Point (1573013.06653694994747639 5184542.03954599983990192),1573013.067,5184542.04,224.1679,0.200000003,NA,NA,196.98706,0.39401674,15,220.0589,0.4556925,6
Point (1575032.53017505002208054 5184219.70446959044784307),1575032.53,5184219.704,188.69041,0.200000003,NA,NA,209.40173,0.39401674,15,220.0589,0.4556925,6
Point (1576173.57694758009165525 5184284.70033358968794346),1576173.577,5184284.7,185.18176,0.200000003,NA,NA,210.48042,0.39401674,15,220.0589,0.4556925,6
Point (1577086.96322768996469676 5184274.22165931016206741),1577086.963,5184274.222,198.97255,0.200000003,NA,NA,190.12105,0.39401674,15,220.0589,0.4556925,6
Point (1577648.48271213006228209 5184641.58581341989338398),1577648.483,5184641.586,205.02011,0.200000003,NA,NA,196.98706,0.39401674,15,220.0589,0.4556925,6
Point (1577035.5031844200566411 5183235.63262350019067526),1577035.503,5183235.633,185.68855,0.200000003,NA,NA,205.87247,0.39401674,15,220.0589,0.4556925,6
Point (1578143.06515686004422605 5182889.79281412996351719),1578143.065,5182889.793,200.6321,0.200000003,NA,NA,239,0.39401674,15,220.0589,0.4556925,6
Point (1576047.41959223011508584 5182247.50260057020932436),1576047.42,5182247.503,190.12892,0.200000003,NA,NA,202.10301,0.39401674,15,220.0589,0.4556925,6
Point (1578147.57642958988435566 5182239.5529788201674819),1578147.576,5182239.553,194.35391,0.200000003,NA,NA,201.18008,0.39401674,15,220.0589,0.4556925,6
Point (1578442.71153381001204252 5182030.14321313984692097),1578442.712,5182030.143,206.63222,0.200000003,NA,NA,239,0.39401674,255,NA,NA,6
Point (1573142.09519132995046675 5181330.79164350964128971),1573142.095,5181330.792,166.53557,0.200000003,NA,NA,202.10301,0.39401674,16,218.11823,0.39540365,6
Point (1575046.84428621991537511 5181200.89246211014688015),1575046.844,5181200.892,192.20518,0.200000003,NA,NA,204.76987,0.39401674,15,220.0589,0.4556925,6
Point (1576113.16189217008650303 5181466.31393824983388186),1576113.162,5181466.314,192.2851,0.200000003,NA,NA,204.27756,0.39401674,15,220.0589,0.4556925,6
Point (1578765.10694687999784946 5180836.13065113965421915),1578765.107,5180836.131,199.13791,0.200000003,NA,NA,239,0.39401674,15,220.0589,0.4556925,6
Point (1575376.74080206011421978 5180163.31191265024244785),1575376.741,5180163.312,183.86073,0.200000003,NA,NA,199.55595,0.39401674,15,220.0589,0.4556925,6
Point (1575958.51295241992920637 5179973.90323880035430193),1575958.513,5179973.903,184.41458,0.200000003,NA,NA,205.4891,0.39401674,15,220.0589,0.4556925,6
Point (1578308.29668247001245618 5180655.19257824961096048),1578308.297,5180655.193,202.84523,0.200000003,NA,NA,239,0.39401674,16,218.11823,0.39540365,6
Point (1578886.08045108988881111 5179880.0197172500193119),1578886.08,5179880.02,180.0788,0.200000003,NA,NA,215.79422,0.39401674,15,220.0589,0.4556925,6
Point (1573030.95171294989995658 5179256.10103775002062321),1573030.952,5179256.101,173.71118,0.200000003,NA,NA,183,0.39401674,15,220.0589,0.4556925,6
Point (1575916.54899397003464401 5179300.67038462031632662),1575916.549,5179300.67,178.21489,0.200000003,NA,NA,200.01996,0.39401674,16,218.11823,0.39540365,6
Point (1579113.2534491999540478 5179254.27908239979296923),1579113.253,5179254.279,197.86664,0.200000003,NA,NA,239,0.39401674,255,NA,NA,6
Point (1579343.42882523010484874 5178507.5887320302426815),1579343.429,5178507.589,196.91728,0.200000003,NA,NA,239,0.39401674,255,NA,NA,6
Point (1578566.03092006989754736 5177344.53913981001824141),1578566.031,5177344.539,184.4749,0.200000003,NA,NA,239,0.39401674,11,691.41766,0.7239429,6
Point (1578854.16487971995957196 5177271.57775610033422709),1578854.165,5177271.578,174.67438,0.200000003,NA,NA,239,0.39401674,255,NA,NA,6
Point (1579021.11092043993994594 5176789.27970251999795437),1579021.111,5176789.28,174.46432,0.200000003,NA,NA,239,0.39401674,255,NA,NA,6
Point (1577786.16740737995132804 5180826.6537697296589613),1577786.167,5180826.654,189.75,0.2,S New Brighton Bridge,2,239,0.39401674,255,NA,NA,6
Point (1572389.74632679997012019 5196595.9278789795935154),1572389.746,5196595.928,205,0.2,SW KAN 05,2,202.6284,0.39401674,16,218.11823,0.39540365,6
Point (1572205.85078831994906068 5196831.57152056042104959),1572205.851,5196831.572,197,0.2,SW KAN 26,2,202.10301,0.39401674,15,220.0589,0.4556925,6
Point (1576478.58008841006085277 5184500.83672546036541462),1576478.58,5184500.837,202,0.2,QEII Park,2,205.4891,0.39401674,16,218.11823,0.39540365,6
Point (1578520.07342995004728436 5179986.37976790033280849),1578520.073,5179986.38,184,0.2,South New Brighton Park,2,239,0.39401674,16,218.11823,0.39540365,6
Point (1403813.5278821000829339 4913379.29385985992848873),1403813.528,4913379.294,500,0.2,DUNS,2,1068.298,0.6903283,7,769.95667,0.7053239,6
Point (1578283.92967982008121908 5182861.84160154033452272),1578283.93,5182861.842,189,0.1,NBLC,1,239,0.39401674,255,NA,NA,6
Point (1577200.36122654005885124 5184127.95976511016488075),1577200.361,5184127.96,204,0.1,NNBS,1,202.10301,0.39401674,15,220.0589,0.4556925,6
Point (1573315.2514270399697125 5206270.35147679969668388),1573315.251,5206270.351,164.72166,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1573808.06134809996001422 5206002.93866305984556675),1573808.061,5206002.939,151.65314,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1570917.60632843989878893 5204945.38420422002673149),1570917.606,5204945.384,185.5686,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1574075.70638378988951445 5205783.01372625026851892),1574075.706,5205783.014,160.4534,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1569631.06817740993574262 5204438.0905237402766943),1569631.068,5204438.091,200.34004,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1572931.09190099011175334 5203959.70859566982835531),1572931.092,5203959.709,151.51978,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1573064.51617868989706039 5202589.71179409977048635),1573064.516,5202589.712,180.70317,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1573065.26568533992394805 5202577.71621645987033844),1573065.266,5202577.716,170.5126,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1574198.08035334991291165 5201955.92897978983819485),1574198.08,5201955.929,184.84479,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1574489.73267583991400898 5202607.181845230050385),1574489.733,5202607.182,217.80423,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1573821.44224389991723001 5200062.13996890000998974),1573821.442,5200062.14,214.86989,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1575568.50315951998345554 5197986.40043208003044128),1575568.503,5197986.4,196.16525,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1575589.49510988988913596 5197983.40135615970939398),1575589.495,5197983.401,194.31044,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1570248.0044868600089103 5197391.1604825695976615),1570248.004,5197391.16,259.79944,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1571033.70784697006456554 5196821.86801258008927107),1571033.708,5196821.868,205.715,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1571930.37209388008341193 5196932.32305822987109423),1571930.372,5196932.323,208.89049,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1572871.01874898001551628 5197086.26051739975810051),1572871.019,5197086.261,223.61743,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1573521.2711480800062418 5196876.33527174033224583),1573521.271,5196876.335,237.6489,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1570087.56033653998747468 5196623.9443693496286869),1570087.56,5196623.944,210.73853,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1571259.86949508008547127 5196098.13619436975568533),1571259.869,5196098.136,206.80559,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1573543.50824302993714809 5196255.06862855982035398),1573543.508,5196255.069,206.35316,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1571041.94896278996020555 5195445.37958975043147802),1571041.949,5195445.38,181.46552,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1572561.87564685009419918 5195382.40017096046358347),1572561.876,5195382.4,201.25429,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1575164.38116768002510071 5194760.6269481498748064),1575164.381,5194760.627,187.72246,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1571186.89483650005422533 5194362.28365004993975163),1571186.895,5194362.284,175.90121,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1568031.08461573999375105 5193092.74403889011591673),1568031.085,5193092.744,207.06543,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1571417.0623023200314492 5193411.14033402036875486),1571417.062,5193411.14,173.32773,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1571499.28101946995593607 5193445.62758652959018946),1571499.281,5193445.628,169.8508,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1571385.09465850004926324 5190844.10654057003557682),1571385.095,5190844.107,175.74136,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1575132.65160171990282834 5191308.95065923035144806),1575132.652,5191308.951,192.2823,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1570375.9914633200969547 5189748.0100993700325489),1570375.991,5189748.01,165.94211,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1571326.12044789991341531 5190533.22347003035247326),1571326.12,5190533.223,180.81415,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1571444.07532417005859315 5190550.21806604973971844),1571444.075,5190550.218,182.28604,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1572971.74487709999084473 5190141.38601076975464821),1572971.745,5190141.386,194.40909,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1568555.44028587988577783 5189079.23734077997505665),1568555.44,5189079.237,171.52542,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1569010.2655524299480021 5189275.17052507027983665),1569010.266,5189275.171,166.34781,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1570292.53131834999658167 5189173.22559573967009783),1570292.531,5189173.226,137.34744,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1570974.26774460007436574 5189457.62642552983015776),1570974.268,5189457.626,193.96523,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1571674.50639909994788468 5188997.8087803004309535),1571674.506,5188997.809,176.41928,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1573028.47769218008033931 5189701.55449104029685259),1573028.478,5189701.554,211.08961,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1568397.27104734000749886 5187903.67390393000096083),1568397.271,5187903.674,196.15175,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1569240.69478445989079773 5188294.54126711003482342),1569240.695,5188294.541,180.34431,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1569440.62105326005257666 5188176.08887275960296392),1569440.621,5188176.089,169.80043,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1571136.96717444993555546 5188646.93533928971737623),1571136.967,5188646.935,169.24567,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1571955.1579766299109906 5188346.56010327022522688),1571955.158,5188346.56,224.0926,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1568529.24272052990272641 5186835.57632976025342941),1568529.243,5186835.576,188.72357,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1568933.33754392992705107 5186925.55026744958013296),1568933.338,5186925.55,180.70593,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1570437.00377165991812944 5187492.86249702982604504),1570437.004,5187492.862,164.42683,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1571122.74469133000820875 5187294.94863114971667528),1571122.745,5187294.949,153.5902,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1571986.15906048007309437 5187509.38006880972534418),1571986.159,5187509.38,212.03627,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1566217.38545127003453672 5185871.89315745979547501),1566217.385,5185871.893,193.12628,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1566699.95508426008746028 5185855.90802791994065046),1566699.955,5185855.908,180.80817,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1568246.11607281002216041 5186110.84247574955224991),1568246.116,5186110.842,196.24046,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1568876.87400176003575325 5186224.31299275998026133),1568876.874,5186224.313,167.61502,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1570057.91945769009180367 5186415.76391332969069481),1570057.919,5186415.764,200.342,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1565528.15554782003164291 5185394.056330899707973),1565528.156,5185394.056,199.78098,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1566147.17555442010052502 5185342.0881583197042346),1566147.176,5185342.088,209.0795,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1566967.36698080995120108 5185370.59373763017356396),1566967.367,5185370.594,185.62395,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1568315.84736533998511732 5185778.46877340972423553),1568315.847,5185778.469,174.33195,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1569333.73008489003404975 5184918.31611206009984016),1569333.73,5184918.316,160.8721,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1570052.94228357006795704 5185444.13246973976492882),1570052.942,5185444.132,174.48625,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1566939.15755335008725524 5184260.00778285041451454),1566939.158,5184260.008,176.61682,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1567996.25883745006285608 5184203.05361379031091928),1567996.259,5184203.054,163.80719,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1570180.42987526999786496 5183919.71582871023565531),1570180.43,5183919.716,184.84416,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1571049.09768874989822507 5183785.28818577993661165),1571049.098,5183785.288,175.94011,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1572402.81122033996507525 5184236.1451959703117609),1572402.811,5184236.145,212.24277,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1573882.49041897989809513 5183868.81897084042429924),1573882.49,5183868.819,186.20279,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1563017.65410489006899297 5183242.78463947959244251),1563017.654,5183242.785,205.54071,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1567063.90543110994622111 5182738.5810944102704525),1567063.905,5182738.581,217.57079,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1568056.76552197011187673 5183149.95236331038177013),1568056.766,5183149.952,189.98212,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1569038.38602831005118787 5183284.42842322029173374),1569038.386,5183284.428,175.0102,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1569931.29208196001127362 5183305.94381154980510473),1569931.292,5183305.944,175.46123,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1571127.07969992002472281 5183305.974115040153265),1571127.08,5183305.974,181.4351,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1572011.23715034010820091 5183257.51432633958756924),1572011.237,5183257.514,179.6756,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1572950.11203998001292348 5183603.90194586012512445),1572950.112,5183603.902,198.22249,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1573932.98431909992359579 5183259.55770642030984163),1573932.984,5183259.558,179.88855,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1575099.27443084004335105 5183231.59363783989101648),1575099.274,5183231.594,168.28813,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1576051.39462510007433593 5183311.58192200027406216),1576051.395,5183311.582,197.12643,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1563146.88156838994473219 5182508.05733023025095463),1563146.882,5182508.057,225.3846,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1565315.08623704011552036 5182099.77210125979036093),1565315.086,5182099.772,196.90247,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1566241.98329215007834136 5182210.75702058989554644),1566241.983,5182210.757,194.0663,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1566951.709190420107916 5182382.21208550967276096),1566951.709,5182382.212,234.88411,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1568237.22940274002030492 5182066.3677011001855135),1568237.229,5182066.368,209.39555,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1569000.43162593990564346 5182222.33118585962802172),1569000.432,5182222.331,175.15967,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1570017.2964733699336648 5181985.95096477959305048),1570017.296,5181985.951,181.90968,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1572072.23924229992553592 5182267.89866530988365412),1572072.239,5182267.899,193.92052,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1573052.35524233989417553 5182263.92526292987167835),1573052.355,5182263.925,194.36453,0.200000003,NA,NA,196.45905,0.28294012,16,218.11823,0.39540365,4
Point (1574117.93737054988741875 5182185.98192252032458782),1574117.937,5182185.982,174.83815,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
Point (1575020.82887153001502156 5182222.48889074008911848),1575020.829,5182222.489,186.09575,0.200000003,NA,NA,196.45905,0.28294012,15,220.0589,0.4556925,4
